session_id,student_id,joined_at,left_at,engagement_level
Session_1,S116,2024-01-13 13:08:00,2024-01-13 13:27:00,low
Session_1,S117,2024-01-13 13:00:00,2024-01-13 13:08:00,low
Session_1,S118,2024-01-13 13:03:00,2024-01-13 14:02:00,high
Session_1,S120,2024-01-13 13:06:00,2024-01-13 13:39:00,medium
Session_1,S122,2024-01-13 13:07:00,2024-01-13 13:30:00,low
Session_1,S124,2024-01-13 13:01:00,2024-01-13 14:23:00,high
Session_1,S125,2024-01-13 13:08:00,2024-01-13 14:29:00,high
Session_1,S126,2024-01-13 13:00:00,2024-01-13 13:29:00,medium
Session_1,S127,2024-01-13 13:03:00,2024-01-13 13:11:00,low
Session_1,S129,2024-01-13 13:03:00,2024-01-13 14:09:00,high
Session_1,S131,2024-01-13 13:02:00,2024-01-13 13:58:00,medium
Session_1,S132,2024-01-13 13:01:00,2024-01-13 14:30:00,high
Session_1,S134,2024-01-13 13:04:00,2024-01-13 13:29:00,medium
Session_1,S137,2024-01-13 13:07:00,2024-01-13 13:21:00,medium
Session_1,S138,2024-01-13 13:03:00,2024-01-13 13:46:00,medium
Session_1,S139,2024-01-13 13:03:00,2024-01-13 13:37:00,medium
Session_1,S140,2024-01-13 13:07:00,2024-01-13 13:17:00,low
Session_1,S142,2024-01-13 13:07:00,2024-01-13 14:17:00,high
Session_1,S144,2024-01-13 13:05:00,2024-01-13 13:28:00,medium
Session_1,S145,2024-01-13 13:00:00,2024-01-13 13:56:00,high
Session_1,S146,2024-01-13 13:05:00,2024-01-13 14:26:00,high
Session_1,S148,2024-01-13 13:02:00,2024-01-13 13:54:00,medium
Session_1,S149,2024-01-13 13:04:00,2024-01-13 14:11:00,high
Session_1,S150,2024-01-13 13:07:00,2024-01-13 13:23:00,high
Session_1,S151,2024-01-13 13:08:00,2024-01-13 13:23:00,low
Session_1,S152,2024-01-13 13:02:00,2024-01-13 14:16:00,high
Session_1,S153,2024-01-13 13:01:00,2024-01-13 13:59:00,high
Session_1,S155,2024-01-13 13:02:00,2024-01-13 13:09:00,low
Session_1,S156,2024-01-13 13:07:00,2024-01-13 14:02:00,high
Session_1,S157,2024-01-13 13:02:00,2024-01-13 13:42:00,medium
Session_1,S158,2024-01-13 13:09:00,2024-01-13 13:32:00,medium
Session_1,S159,2024-01-13 13:01:00,2024-01-13 14:25:00,high
Session_1,S163,2024-01-13 13:00:00,2024-01-13 13:44:00,medium
Session_1,S164,2024-01-13 13:01:00,2024-01-13 13:13:00,medium
Session_1,S165,2024-01-13 13:05:00,2024-01-13 13:55:00,high
Session_1,S168,2024-01-13 13:00:00,2024-01-13 14:14:00,high
Session_1,S169,2024-01-13 13:05:00,2024-01-13 14:22:00,high
Session_1,S171,2024-01-13 13:03:00,2024-01-13 13:44:00,medium
Session_1,S172,2024-01-13 13:09:00,2024-01-13 14:26:00,high
Session_1,S173,2024-01-13 13:03:00,2024-01-13 13:46:00,medium
Session_1,S174,2024-01-13 13:07:00,2024-01-13 13:56:00,high
Session_1,S175,2024-01-13 13:01:00,2024-01-13 13:47:00,medium
Session_1,S176,2024-01-13 13:03:00,2024-01-13 14:13:00,high
Session_1,S177,2024-01-13 13:09:00,2024-01-13 14:08:00,medium
Session_1,S178,2024-01-13 13:09:00,2024-01-13 13:40:00,medium
Session_1,S179,2024-01-13 13:01:00,2024-01-13 13:04:00,low
Session_1,S181,2024-01-13 13:03:00,2024-01-13 13:27:00,medium
Session_1,S182,2024-01-13 13:09:00,2024-01-13 14:21:00,high
Session_1,S183,2024-01-13 13:02:00,2024-01-13 13:20:00,low
Session_1,S185,2024-01-13 13:04:00,2024-01-13 14:09:00,high
Session_1,S186,2024-01-13 13:06:00,2024-01-13 13:26:00,medium
Session_1,S188,2024-01-13 13:04:00,2024-01-13 13:32:00,medium
Session_1,S189,2024-01-13 13:08:00,2024-01-13 13:53:00,medium
Session_1,S190,2024-01-13 13:08:00,2024-01-13 14:18:00,high
Session_1,S191,2024-01-13 13:01:00,2024-01-13 14:12:00,high
Session_1,S193,2024-01-13 13:02:00,2024-01-13 13:13:00,low
Session_1,S194,2024-01-13 13:00:00,2024-01-13 13:48:00,medium
Session_1,S196,2024-01-13 13:04:00,2024-01-13 13:30:00,medium
Session_1,S197,2024-01-13 13:03:00,2024-01-13 13:31:00,medium
Session_1,S200,2024-01-13 13:06:00,2024-01-13 13:44:00,medium
Session_1,S201,2024-01-13 13:00:00,2024-01-13 13:48:00,medium
Session_1,S202,2024-01-13 13:01:00,2024-01-13 13:46:00,high
Session_1,S203,2024-01-13 13:01:00,2024-01-13 14:13:00,high
Session_1,S206,2024-01-13 13:07:00,2024-01-13 13:50:00,high
Session_1,S207,2024-01-13 13:02:00,2024-01-13 14:20:00,high
Session_1,S208,2024-01-13 13:01:00,2024-01-13 13:27:00,medium
Session_1,S209,2024-01-13 13:06:00,2024-01-13 13:53:00,high
Session_1,S210,2024-01-13 13:07:00,2024-01-13 14:28:00,high
Session_1,S212,2024-01-13 13:01:00,2024-01-13 13:55:00,medium
Session_1,S214,2024-01-13 13:03:00,2024-01-13 14:24:00,high
Session_1,S215,2024-01-13 13:06:00,2024-01-13 13:18:00,medium
Session_1,S216,2024-01-13 13:02:00,2024-01-13 14:05:00,high
Session_1,S217,2024-01-13 13:01:00,2024-01-13 13:21:00,medium
Session_1,S218,2024-01-13 13:09:00,2024-01-13 13:30:00,medium
Session_1,S219,2024-01-13 13:03:00,2024-01-13 13:27:00,medium
Session_1,S221,2024-01-13 13:04:00,2024-01-13 13:58:00,medium
Session_1,S223,2024-01-13 13:09:00,2024-01-13 14:23:00,high
Session_1,S225,2024-01-13 13:00:00,2024-01-13 14:01:00,high
Session_1,S226,2024-01-13 13:08:00,2024-01-13 14:31:00,high
Session_1,S228,2024-01-13 13:09:00,2024-01-13 13:57:00,medium
Session_1,S229,2024-01-13 13:05:00,2024-01-13 13:27:00,low
Session_1,S231,2024-01-13 13:01:00,2024-01-13 13:37:00,medium
Session_1,S232,2024-01-13 13:06:00,2024-01-13 13:47:00,medium
Session_1,S235,2024-01-13 13:08:00,2024-01-13 13:59:00,high
Session_1,S237,2024-01-13 13:09:00,2024-01-13 13:55:00,high
Session_1,S238,2024-01-13 13:02:00,2024-01-13 14:22:00,high
Session_1,S239,2024-01-13 13:07:00,2024-01-13 13:37:00,medium
Session_1,S240,2024-01-13 13:06:00,2024-01-13 14:30:00,high
Session_1,S245,2024-01-13 13:03:00,2024-01-13 14:07:00,high
Session_1,S249,2024-01-13 13:08:00,2024-01-13 13:14:00,low
Session_1,S250,2024-01-13 13:00:00,2024-01-13 13:05:00,low
Session_1,S251,2024-01-13 13:09:00,2024-01-13 14:18:00,high
Session_1,S255,2024-01-13 13:01:00,2024-01-13 13:57:00,high
Session_1,S256,2024-01-13 13:00:00,2024-01-13 13:36:00,medium
Session_1,S258,2024-01-13 13:07:00,2024-01-13 13:45:00,medium
Session_1,S260,2024-01-13 13:05:00,2024-01-13 14:05:00,high
Session_1,S261,2024-01-13 13:08:00,2024-01-13 13:39:00,medium
Session_1,S264,2024-01-13 13:09:00,2024-01-13 13:44:00,medium
Session_1,S265,2024-01-13 13:04:00,2024-01-13 13:10:00,low
Session_1,S266,2024-01-13 13:07:00,2024-01-13 13:49:00,medium
Session_1,S268,2024-01-13 13:02:00,2024-01-13 13:39:00,medium
Session_1,S270,2024-01-13 13:07:00,2024-01-13 14:26:00,high
Session_1,S275,2024-01-13 13:06:00,2024-01-13 13:40:00,medium
Session_1,S276,2024-01-13 13:05:00,2024-01-13 13:49:00,medium
Session_1,S277,2024-01-13 13:09:00,2024-01-13 13:22:00,medium
Session_1,S278,2024-01-13 13:06:00,2024-01-13 13:38:00,medium
Session_1,S282,2024-01-13 13:00:00,2024-01-13 13:23:00,medium
Session_1,S283,2024-01-13 13:08:00,2024-01-13 13:20:00,medium
Session_1,S284,2024-01-13 13:00:00,2024-01-13 13:36:00,high
Session_1,S285,2024-01-13 13:01:00,2024-01-13 13:24:00,medium
Session_1,S286,2024-01-13 13:00:00,2024-01-13 13:59:00,high
Session_1,S287,2024-01-13 13:07:00,2024-01-13 13:30:00,medium
Session_1,S289,2024-01-13 13:05:00,2024-01-13 14:28:00,high
Session_1,S291,2024-01-13 13:01:00,2024-01-13 14:10:00,high
Session_1,S292,2024-01-13 13:07:00,2024-01-13 14:11:00,high
Session_1,S293,2024-01-13 13:02:00,2024-01-13 13:19:00,low
Session_1,S294,2024-01-13 13:08:00,2024-01-13 13:38:00,medium
Session_1,S295,2024-01-13 13:04:00,2024-01-13 13:53:00,high
Session_1,S296,2024-01-13 13:08:00,2024-01-13 14:02:00,medium
Session_1,S297,2024-01-13 13:09:00,2024-01-13 14:03:00,medium
Session_1,S298,2024-01-13 13:07:00,2024-01-13 13:54:00,high
Session_1,S299,2024-01-13 13:07:00,2024-01-13 13:51:00,medium
Session_1,S300,2024-01-13 13:01:00,2024-01-13 13:56:00,high
Session_2,S001,2024-01-03 11:08:00,2024-01-03 11:30:00,medium
Session_2,S005,2024-01-03 11:01:00,2024-01-03 12:09:00,high
Session_2,S006,2024-01-03 11:04:00,2024-01-03 12:14:00,high
Session_2,S008,2024-01-03 11:04:00,2024-01-03 11:21:00,low
Session_2,S009,2024-01-03 11:02:00,2024-01-03 11:24:00,medium
Session_2,S011,2024-01-03 11:00:00,2024-01-03 11:50:00,high
Session_2,S013,2024-01-03 11:08:00,2024-01-03 11:25:00,low
Session_2,S014,2024-01-03 11:09:00,2024-01-03 12:29:00,high
Session_2,S015,2024-01-03 11:06:00,2024-01-03 11:55:00,high
Session_2,S016,2024-01-03 11:02:00,2024-01-03 12:17:00,high
Session_2,S017,2024-01-03 11:04:00,2024-01-03 11:53:00,medium
Session_2,S018,2024-01-03 11:01:00,2024-01-03 11:34:00,medium
Session_2,S019,2024-01-03 11:01:00,2024-01-03 11:22:00,medium
Session_2,S020,2024-01-03 11:07:00,2024-01-03 12:22:00,high
Session_2,S021,2024-01-03 11:02:00,2024-01-03 11:27:00,medium
Session_2,S022,2024-01-03 11:08:00,2024-01-03 12:24:00,high
Session_2,S023,2024-01-03 11:04:00,2024-01-03 12:17:00,high
Session_2,S024,2024-01-03 11:03:00,2024-01-03 11:26:00,medium
Session_2,S026,2024-01-03 11:09:00,2024-01-03 11:15:00,medium
Session_2,S027,2024-01-03 11:03:00,2024-01-03 12:22:00,high
Session_2,S028,2024-01-03 11:00:00,2024-01-03 11:25:00,medium
Session_2,S030,2024-01-03 11:06:00,2024-01-03 12:16:00,high
Session_2,S031,2024-01-03 11:03:00,2024-01-03 11:39:00,medium
Session_2,S032,2024-01-03 11:06:00,2024-01-03 12:19:00,high
Session_2,S033,2024-01-03 11:01:00,2024-01-03 11:59:00,high
Session_2,S034,2024-01-03 11:02:00,2024-01-03 11:23:00,low
Session_2,S035,2024-01-03 11:04:00,2024-01-03 11:23:00,low
Session_2,S037,2024-01-03 11:08:00,2024-01-03 11:32:00,medium
Session_2,S038,2024-01-03 11:05:00,2024-01-03 12:04:00,high
Session_2,S039,2024-01-03 11:00:00,2024-01-03 11:44:00,medium
Session_2,S040,2024-01-03 11:07:00,2024-01-03 11:51:00,medium
Session_2,S041,2024-01-03 11:01:00,2024-01-03 11:52:00,high
Session_2,S042,2024-01-03 11:04:00,2024-01-03 11:47:00,medium
Session_2,S043,2024-01-03 11:08:00,2024-01-03 12:22:00,high
Session_2,S044,2024-01-03 11:03:00,2024-01-03 11:11:00,low
Session_2,S045,2024-01-03 11:05:00,2024-01-03 11:51:00,high
Session_2,S046,2024-01-03 11:00:00,2024-01-03 11:27:00,medium
Session_2,S048,2024-01-03 11:05:00,2024-01-03 11:56:00,medium
Session_2,S054,2024-01-03 11:08:00,2024-01-03 11:26:00,low
Session_2,S055,2024-01-03 11:05:00,2024-01-03 11:52:00,medium
Session_2,S057,2024-01-03 11:00:00,2024-01-03 11:46:00,high
Session_2,S058,2024-01-03 11:00:00,2024-01-03 11:26:00,high
Session_2,S059,2024-01-03 11:06:00,2024-01-03 12:16:00,high
Session_2,S061,2024-01-03 11:06:00,2024-01-03 12:05:00,medium
Session_2,S062,2024-01-03 11:05:00,2024-01-03 11:58:00,high
Session_2,S063,2024-01-03 11:08:00,2024-01-03 11:30:00,low
Session_2,S065,2024-01-03 11:03:00,2024-01-03 11:54:00,high
Session_2,S066,2024-01-03 11:05:00,2024-01-03 11:46:00,medium
Session_2,S067,2024-01-03 11:08:00,2024-01-03 12:34:00,high
Session_2,S069,2024-01-03 11:08:00,2024-01-03 12:37:00,high
Session_2,S071,2024-01-03 11:07:00,2024-01-03 11:55:00,medium
Session_2,S072,2024-01-03 11:02:00,2024-01-03 12:30:00,high
Session_2,S073,2024-01-03 11:05:00,2024-01-03 12:26:00,high
Session_2,S076,2024-01-03 11:02:00,2024-01-03 11:50:00,medium
Session_2,S077,2024-01-03 11:06:00,2024-01-03 11:37:00,medium
Session_2,S079,2024-01-03 11:07:00,2024-01-03 11:46:00,medium
Session_2,S080,2024-01-03 11:03:00,2024-01-03 12:11:00,high
Session_2,S082,2024-01-03 11:09:00,2024-01-03 12:02:00,medium
Session_2,S085,2024-01-03 11:09:00,2024-01-03 11:40:00,medium
Session_2,S086,2024-01-03 11:04:00,2024-01-03 11:38:00,medium
Session_2,S088,2024-01-03 11:06:00,2024-01-03 11:39:00,medium
Session_2,S089,2024-01-03 11:04:00,2024-01-03 11:14:00,low
Session_2,S090,2024-01-03 11:07:00,2024-01-03 12:05:00,medium
Session_2,S091,2024-01-03 11:05:00,2024-01-03 12:06:00,high
Session_2,S093,2024-01-03 11:04:00,2024-01-03 11:28:00,medium
Session_2,S095,2024-01-03 11:06:00,2024-01-03 11:56:00,medium
Session_2,S096,2024-01-03 11:09:00,2024-01-03 11:57:00,medium
Session_2,S098,2024-01-03 11:03:00,2024-01-03 10:58:00,medium
Session_2,S099,2024-01-03 11:05:00,2024-01-03 12:09:00,high
Session_2,S100,2024-01-03 11:04:00,2024-01-03 12:00:00,high
Session_2,S101,2024-01-03 11:07:00,2024-01-03 12:19:00,high
Session_2,S102,2024-01-03 11:03:00,2024-01-03 11:19:00,medium
Session_2,S104,2024-01-03 11:06:00,2024-01-03 12:00:00,medium
Session_2,S106,2024-01-03 11:00:00,2024-01-03 11:58:00,high
Session_2,S107,2024-01-03 11:01:00,2024-01-03 11:44:00,medium
Session_2,S108,2024-01-03 11:08:00,,medium
Session_2,S109,2024-01-03 11:01:00,2024-01-03 12:08:00,high
Session_2,S110,2024-01-03 11:03:00,2024-01-03 12:03:00,high
Session_2,S111,2024-01-03 11:07:00,2024-01-03 11:43:00,high
Session_2,S112,2024-01-03 11:04:00,2024-01-03 12:10:00,high
Session_2,S115,2024-01-03 11:01:00,2024-01-03 11:38:00,medium
Session_2,S118,2024-01-03 11:07:00,2024-01-03 12:16:00,high
Session_2,S120,2024-01-03 11:04:00,2024-01-03 11:28:00,medium
Session_2,S122,2024-01-03 11:05:00,2024-01-03 11:18:00,low
Session_2,S124,2024-01-03 11:04:00,2024-01-03 12:01:00,high
Session_2,S125,2024-01-03 11:01:00,2024-01-03 12:23:00,high
Session_2,S129,2024-01-03 11:02:00,2024-01-03 12:31:00,high
Session_2,S130,2024-01-03 11:05:00,2024-01-03 11:16:00,medium
Session_2,S131,2024-01-03 11:06:00,2024-01-03 11:40:00,medium
Session_2,S132,2024-01-03 11:08:00,2024-01-03 12:25:00,high
Session_2,S133,2024-01-03 11:05:00,2024-01-03 12:15:00,high
Session_2,S134,2024-01-03 11:09:00,2024-01-03 11:30:00,medium
Session_2,S137,2024-01-03 11:05:00,2024-01-03 11:25:00,medium
Session_2,S138,2024-01-03 11:01:00,2024-01-03 11:57:00,medium
Session_2,S139,2024-01-03 11:06:00,2024-01-03 11:31:00,medium
Session_2,S142,2024-01-03 11:06:00,2024-01-03 12:06:00,high
Session_2,S144,2024-01-03 11:02:00,2024-01-03 11:36:00,medium
Session_2,S145,2024-01-03 11:02:00,2024-01-03 12:20:00,high
Session_2,S146,2024-01-03 11:04:00,2024-01-03 12:15:00,high
Session_2,S147,2024-01-03 11:07:00,2024-01-03 11:27:00,medium
Session_2,S148,2024-01-03 11:03:00,2024-01-03 11:48:00,medium
Session_2,S149,2024-01-03 11:09:00,2024-01-03 12:32:00,high
Session_2,S150,2024-01-03 11:07:00,2024-01-03 12:33:00,high
Session_2,S152,2024-01-03 11:05:00,2024-01-03 11:56:00,high
Session_2,S153,2024-01-03 11:09:00,2024-01-03 12:06:00,high
Session_2,S156,2024-01-03 11:08:00,2024-01-03 12:07:00,high
Session_2,S157,2024-01-03 11:09:00,2024-01-03 11:36:00,medium
Session_2,S158,2024-01-03 11:04:00,2024-01-03 11:27:00,medium
Session_2,S159,2024-01-03 11:06:00,2024-01-03 12:00:00,high
Session_2,S161,2024-01-03 11:06:00,2024-01-03 11:30:00,medium
Session_2,S164,2024-01-03 11:00:00,2024-01-03 11:22:00,medium
Session_2,S165,2024-01-03 11:09:00,2024-01-03 12:02:00,high
Session_2,S167,2024-01-03 11:01:00,,medium
Session_2,S168,2024-01-03 11:09:00,2024-01-03 12:32:00,high
Session_2,S169,2024-01-03 11:07:00,2024-01-03 12:10:00,high
Session_2,S170,2024-01-03 11:06:00,2024-01-03 11:42:00,medium
Session_2,S171,2024-01-03 11:07:00,2024-01-03 11:59:00,medium
Session_2,S172,2024-01-03 11:03:00,2024-01-03 12:00:00,high
Session_2,S173,2024-01-03 11:04:00,2024-01-03 11:50:00,medium
Session_2,S174,2024-01-03 11:07:00,2024-01-03 11:54:00,high
Session_2,S175,2024-01-03 11:02:00,2024-01-03 11:43:00,medium
Session_2,S178,2024-01-03 11:01:00,2024-01-03 11:43:00,medium
Session_2,S179,2024-01-03 11:09:00,2024-01-03 11:17:00,low
Session_2,S180,2024-01-03 11:08:00,2024-01-03 12:08:00,high
Session_2,S181,2024-01-03 11:06:00,2024-01-03 11:20:00,medium
Session_2,S185,2024-01-03 11:02:00,2024-01-03 11:51:00,high
Session_2,S187,2024-01-03 11:04:00,2024-01-03 11:28:00,low
Session_2,S188,2024-01-03 11:06:00,2024-01-03 11:57:00,medium
Session_2,S190,2024-01-03 11:01:00,2024-01-03 11:59:00,high
Session_2,S191,2024-01-03 11:01:00,2024-01-03 11:58:00,high
Session_2,S194,2024-01-03 11:06:00,2024-01-03 11:51:00,medium
Session_2,S195,2024-01-03 11:02:00,2024-01-03 11:43:00,medium
Session_2,S198,2024-01-03 11:00:00,2024-01-03 11:14:00,low
Session_2,S201,2024-01-03 11:05:00,2024-01-03 11:27:00,medium
Session_2,S202,2024-01-03 11:08:00,2024-01-03 12:07:00,high
Session_2,S203,2024-01-03 11:01:00,2024-01-03 12:20:00,high
Session_2,S206,2024-01-03 11:08:00,2024-01-03 12:25:00,high
Session_2,S207,2024-01-03 11:05:00,2024-01-03 11:52:00,high
Session_2,S209,2024-01-03 11:01:00,2024-01-03 11:53:00,high
Session_2,S210,2024-01-03 11:03:00,2024-01-03 12:32:00,high
Session_2,S212,2024-01-03 11:03:00,2024-01-03 11:40:00,medium
Session_2,S214,2024-01-03 11:01:00,2024-01-03 12:08:00,high
Session_2,S215,2024-01-03 11:02:00,2024-01-03 11:55:00,medium
Session_2,S216,2024-01-03 11:01:00,2024-01-03 12:16:00,high
Session_2,S218,2024-01-03 11:02:00,2024-01-03 11:42:00,medium
Session_2,S219,2024-01-03 11:02:00,2024-01-03 11:28:00,medium
Session_2,S220,2024-01-03 11:03:00,2024-01-03 11:11:00,low
Session_2,S223,2024-01-03 11:03:00,2024-01-03 12:23:00,high
Session_2,S224,2024-01-03 11:04:00,2024-01-03 11:58:00,medium
Session_2,S225,2024-01-03 11:06:00,2024-01-03 12:27:00,high
Session_2,S227,2024-01-03 11:04:00,2024-01-03 11:14:00,low
Session_2,S229,2024-01-03 11:06:00,2024-01-03 11:15:00,low
Session_2,S230,2024-01-03 11:01:00,2024-01-03 11:41:00,medium
Session_2,S231,2024-01-03 11:03:00,2024-01-03 11:39:00,medium
Session_2,S232,2024-01-03 11:04:00,2024-01-03 11:49:00,medium
Session_2,S234,2024-01-03 11:01:00,2024-01-03 12:00:00,medium
Session_2,S235,2024-01-03 11:05:00,2024-01-03 12:31:00,high
Session_2,S238,2024-01-03 11:08:00,2024-01-03 12:33:00,high
Session_2,S239,2024-01-03 11:00:00,2024-01-03 11:29:00,medium
Session_2,S240,2024-01-03 11:07:00,2024-01-03 12:12:00,high
Session_2,S244,2024-01-03 11:00:00,2024-01-03 11:42:00,medium
Session_2,S245,2024-01-03 11:00:00,2024-01-03 12:07:00,high
Session_2,S246,2024-01-03 11:08:00,2024-01-03 11:23:00,low
Session_2,S248,2024-01-03 11:00:00,2024-01-03 11:09:00,low
Session_2,S255,2024-01-03 11:09:00,2024-01-03 11:58:00,high
Session_2,S257,2024-01-03 11:09:00,2024-01-03 11:14:00,low
Session_2,S260,2024-01-03 11:08:00,2024-01-03 11:54:00,high
Session_2,S261,2024-01-03 11:03:00,2024-01-03 11:26:00,medium
Session_2,S263,2024-01-03 11:01:00,2024-01-03 11:55:00,high
Session_2,S264,2024-01-03 11:07:00,,medium
Session_2,S269,2024-01-03 11:00:00,2024-01-03 11:59:00,medium
Session_2,S270,2024-01-03 11:07:00,2024-01-03 12:05:00,high
Session_2,S273,2024-01-03 11:04:00,2024-01-03 11:20:00,low
Session_2,S276,2024-01-03 11:06:00,2024-01-03 12:04:00,medium
Session_2,S278,2024-01-03 11:04:00,2024-01-03 11:31:00,medium
Session_2,S279,2024-01-03 11:06:00,2024-01-03 11:57:00,medium
Session_2,S280,2024-01-03 11:08:00,2024-01-03 11:49:00,medium
Session_2,S282,2024-01-03 11:04:00,2024-01-03 11:27:00,medium
Session_2,S283,2024-01-03 11:06:00,2024-01-03 11:49:00,medium
Session_2,S284,2024-01-03 11:04:00,2024-01-03 12:21:00,high
Session_2,S285,2024-01-03 11:02:00,2024-01-03 11:44:00,medium
Session_2,S286,2024-01-03 11:08:00,2024-01-03 12:29:00,high
Session_2,S287,2024-01-03 11:07:00,2024-01-03 11:27:00,medium
Session_2,S289,2024-01-03 11:02:00,2024-01-03 12:18:00,high
Session_2,S291,2024-01-03 11:04:00,2024-01-03 12:27:00,high
Session_2,S292,2024-01-03 11:08:00,2024-01-03 11:56:00,high
